Accession,Submitters,Release_Date,Pangolin,Species,Molecule_type,Length,Nuc_Completeness,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MT415912.1,"Fink,L.",2020-04-30T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29893,complete,USA: VA,VA,Homo sapiens,,2020-04
MT394528.1,"Carroll,T.D., Tran,N.K., Cohen,S.H., Miller,C.J.",2020-04-28T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29867,complete,USA: CA,CA,Homo sapiens,,2020-03-24
MT394529.1,"Carroll,T.D., Tran,N.K., Cohen,S.H., Miller,C.J.",2020-04-28T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29863,complete,USA: CA,CA,Homo sapiens,,2020-03-24
MT394530.1,"Carroll,T.D., Tran,N.K., Cohen,S.H., Miller,C.J.",2020-04-28T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29870,complete,USA: CA,CA,Homo sapiens,,2020-03-31
MT394531.1,"Carroll,T.D., Tran,N.K., Cohen,S.H., Miller,C.J.",2020-04-28T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29872,complete,USA: CA,CA,Homo sapiens,,2020-03-31
MT380728.1,"Tao,Y., Zhang,J., Queen,K., Li,Y., Uehara,A., Paden,C.R., Wang,H., Weiner,Z., Bankamp,B., Tong,S.",2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA,,Homo sapiens,oronasopharynx,2020-03-29
MT380729.1,"Tao,Y., Zhang,J., Queen,K., Li,Y., Uehara,A., Paden,C.R., Wang,H., Weiner,Z., Bankamp,B., Tong,S.",2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA,,Homo sapiens,oronasopharynx,2020-03-31
MT380730.1,"Tao,Y., Zhang,J., Queen,K., Li,Y., Uehara,A., Paden,C.R., Wang,H., Weiner,Z., Bankamp,B., Tong,S.",2020-04-27T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA,,Homo sapiens,oronasopharynx,2020-04-01
MT380731.1,"Tao,Y., Zhang,J., Queen,K., Li,Y., Uehara,A., Paden,C.R., Wang,H., Weiner,Z., Bankamp,B., Tong,S.",2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA,,Homo sapiens,,2020-03-20
MT380732.1,"Tao,Y., Zhang,J., Queen,K., Li,Y., Uehara,A., Paden,C.R., Wang,H., Weiner,Z., Bankamp,B., Tong,S.",2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA,,Homo sapiens,oronasopharynx,2020-03-22
MT380733.1,"Tao,Y., Zhang,J., Queen,K., Li,Y., Uehara,A., Paden,C.R., Wang,H., Weiner,Z., Bankamp,B., Tong,S.",2020-04-27T00:00:00Z,B.1.369,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA,,Homo sapiens,oronasopharynx,2020-03-28
MT380734.1,"Tao,Y., Zhang,J., Queen,K., Li,Y., Uehara,A., Paden,C.R., Wang,H., Weiner,Z., Bankamp,B., Tong,S.",2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA,,Homo sapiens,oronasopharynx,2020-03-23
MT385414.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385415.1,,2020-04-27T00:00:00Z,B.1.413,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385416.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385417.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385418.1,,2020-04-27T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29902,complete,USA: CA,CA,Homo sapiens,,2020-03-23
MT385419.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29902,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385420.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29902,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385421.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29901,complete,USA: CA,CA,Homo sapiens,,2020-03-25
MT385422.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29901,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385423.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29900,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385424.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29900,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385425.1,,2020-04-27T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29899,complete,USA: CA,CA,Homo sapiens,,2020-03-25
MT385426.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29899,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385427.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29899,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385428.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29897,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385429.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29895,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385430.1,,2020-04-27T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29894,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385431.1,,2020-04-27T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29892,complete,USA: CA,CA,Homo sapiens,,2020-03-18
MT385432.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29892,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385433.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29892,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385434.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29893,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385435.1,,2020-04-27T00:00:00Z,B.1.314,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29892,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385436.1,,2020-04-27T00:00:00Z,B.3,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29891,complete,USA: CA,CA,Homo sapiens,,2020-03-25
MT385437.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29891,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385438.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29891,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385439.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29890,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385440.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29887,complete,USA: CA,CA,Homo sapiens,,2020-03-23
MT385441.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29886,complete,USA: CA,CA,Homo sapiens,,2020-03-25
MT385442.1,,2020-04-27T00:00:00Z,B.1.494,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29885,complete,USA: CA,CA,Homo sapiens,,2020-04-03
MT385443.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29881,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385444.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29876,complete,USA: CA,CA,Homo sapiens,,2020-03-31
MT385445.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29874,complete,USA: CA,CA,Homo sapiens,,2020-03-25
MT385446.1,,2020-04-27T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29874,complete,USA: CA,CA,Homo sapiens,,2020-03-23
MT385447.1,,2020-04-27T00:00:00Z,B.1.314,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29872,complete,USA: CA,CA,Homo sapiens,,2020-03-31
MT385448.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,USA: CA,CA,Homo sapiens,,2020-03-23
MT385449.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29870,complete,USA: CA,CA,Homo sapiens,,2020-03-31
MT385450.1,,2020-04-27T00:00:00Z,B.1.323,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29869,complete,USA: CA,CA,Homo sapiens,,2020-03-31
MT385451.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385452.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29867,complete,USA: CA,CA,Homo sapiens,,2020-04-03
MT385453.1,,2020-04-27T00:00:00Z,B.1.610,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29881,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385454.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385455.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29863,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385456.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29862,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385457.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29862,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385458.1,,2020-04-27T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29861,complete,USA: CA,CA,Homo sapiens,,2020-03-23
MT385459.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29858,complete,USA: CA,CA,Homo sapiens,,2020-03-25
MT385460.1,,2020-04-27T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29858,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385461.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29857,complete,USA: CA,CA,Homo sapiens,,2020-03-25
MT385462.1,,2020-04-27T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,complete,USA: CA,CA,Homo sapiens,,2020-03-23
MT385463.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29852,complete,USA: CA,CA,Homo sapiens,,2020-03-25
MT385464.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29851,complete,USA: CA,CA,Homo sapiens,,2020-03-23
MT385465.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29851,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385466.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29847,complete,USA: CA,CA,Homo sapiens,,2020-03-23
MT385467.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29842,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385468.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29838,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385469.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29837,complete,USA: CA,CA,Homo sapiens,,2020-03-25
MT385470.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29838,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385471.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29840,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385472.1,,2020-04-27T00:00:00Z,A,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,complete,USA: CA,CA,Homo sapiens,,2020-03-25
MT385473.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385474.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385475.1,,2020-04-27T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29861,complete,USA: CA,CA,Homo sapiens,,2020-04-03
MT385476.1,,2020-04-27T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,complete,USA: CA,CA,Homo sapiens,,2020-03-23
MT385477.1,,2020-04-27T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385478.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29835,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT385479.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29853,complete,USA: CA,CA,Homo sapiens,,2020-03-31
MT385482.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29838,complete,USA: CA,CA,Homo sapiens,,2020-03-28
MT385485.1,,2020-04-27T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29835,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT252677.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29895,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252678.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29821,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252679.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29832,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252680.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252681.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29772,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252682.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29860,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252683.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29736,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252684.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29822,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252685.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29822,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252686.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29820,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252687.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29796,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252688.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252689.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29809,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252690.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252691.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29825,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252693.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29748,complete,USA: WA,WA,Homo sapiens,,2020-03-11
MT252694.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29844,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252695.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29819,complete,USA: WA,WA,Homo sapiens,,2020-03-10
MT252696.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29808,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252697.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29844,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252698.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252699.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29790,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252700.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,B.6,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29788,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252701.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29705,complete,USA: WA,WA,Homo sapiens,,2020-03-12
MT252702.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29911,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252703.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29790,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252704.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29785,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252705.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29788,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252706.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252707.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29885,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252708.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29788,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252709.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29756,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252710.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29854,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252712.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29777,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252713.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,complete,USA: WA,WA,Homo sapiens,,2020-03-15
MT252715.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29827,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252716.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29873,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252717.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,B.39,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29841,complete,USA: WA,WA,Homo sapiens,,2020-03-14
MT252719.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,complete,USA: WA,WA,Homo sapiens,,2020-03-15
MT252721.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29762,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252723.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29817,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT252725.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-24T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29816,complete,USA: WA,WA,Homo sapiens,,2020-03-13
